"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate","is_restaurant","data_quality","gm_rating","gm_review_count","gm_address","gm_phone","gm_website","gm_category","ta_rating","ta_review_count","ta_url","ta_ranking","has_wikipedia","wd_entity_type","wd_country","wd_official_website","wd_founded","ig_handle","ig_followers","ig_posts","ig_engagement_rate","ig_bio","fb_handle","fb_page_likes","fb_post_engagement","overall_confidence","scrape_timestamp","has_website","has_phone","has_address","has_instagram","has_facebook","has_tripadvisor","has_wikidata","data_source_count","review_total","ig_bio_mentions_brand","parse_error","error","data_completeness","unified_quality","triage_decision","triage_reason"
"le carthage","5","0.0128","3.4","1.6248","0.2","0.4","4","0.0049","unstable","457.8","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""dar aziza"": 0.2, ""la maison des saveurs"": 0.2, ""le bosphore"": 0.2, ""le dinar"": 0.2, ""la maison de la tradition"": 0.2, ""el mouradi"": 0.2, ""le bistrot"": 0.2, ""la villa bleue"": 0.2, ""la maison de la mer"": 0.2, ""la medina"": 0.2, ""le grand vefour"": 0.2}","True","partial","4.5","138.0","VJ85+782, Hammam Sousse, Tunisia","+216 73 325 102","","Seafood restaurant, Bar","3.3","4.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d9805287-Reviews-Le_Carthage-Tunis_Tunis_Governorate.html","#230 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.7","2026-04-15T23:50:39.546360","False","True","True","False","False","True","False","2","142","False","","","0.7","complete","",""
"le bistrot de la mer","5","0.0128","6.2","1.7205","0.0","0.2","5","0.0047","unstable","283.2","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le rendez-vous"": 0.2, ""café de l'europe"": 0.2, ""la maison de la mer"": 0.4, ""restaurant el mouradi"": 0.2, ""le jardin des sens"": 0.4, ""la table du marché"": 0.2, ""dar el jeld"": 0.6, ""chez sami"": 0.2, ""la perle"": 0.2, ""le café de paris"": 0.2, ""le clos des sables"": 0.2, ""al fassia"": 0.2, ""la terrasse"": 0.2, ""café des nattes"": 0.2, ""la kasbah"": 0.2, ""café des arts"": 0.2, ""la zalabia"": 0.2, ""la ghriba"": 0.2, ""el hana"": 0.2, ""le jardin de djerba"": 0.2}","True","partial","3.2","309.0","R8C6+F25, La Goulette, Tunisia","+216 21 644 611","https://www.facebook.com/LaMerBistrotLounge/","Restaurant","","","","","False","","","","","lamerbistrotlounge","0.0","0.0","0.0","","lamerbistrotlounge","4457.0","0.0","0.5","2026-04-15T23:55:27.142408","True","True","True","True","True","False","False","4","309","False","","","0.7","complete","",""
"dar jilani","4","0.0102","2.0","1.2247","0.5","0.75","3","0.0046","unstable","547.5","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le jardin de la medina"": 0.25, ""la maison de l'artisan"": 0.25, ""el bahri"": 0.25, ""le dinar"": 0.25, ""el mouradi"": 0.25, ""dar essafra"": 0.25, ""café des nattes"": 0.25, ""le jardin des oliviers"": 0.25, ""café de la poste"": 0.25, ""la maison des saveurs"": 0.25}","True","partial","4.6","239.0","VVCW+Q7J, Fatou, Tunisia","","","Art gallery, Art","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T23:55:55.724608","False","False","True","False","False","False","False","0","239","False","","","0.5","partial","",""
"la mer","5","0.0128","3.6","1.8547","0.0","0.6","2","0.0045","unstable","90.6","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""dar el jeld"": 0.4, ""le souk"": 0.2, ""le zitouna"": 0.2, ""la terrasse"": 0.4, ""la maison arabe"": 0.2, ""le petit château"": 0.2, ""la belle époque"": 0.2, ""la maison d'orient"": 0.2, ""le bistrot"": 0.2, ""la maison"": 0.2, ""le relais"": 0.2, ""le grand vefour"": 0.2, ""le jardin"": 0.2, ""le clos"": 0.2}","True","complete","3.2","309.0","R8C6+F25, La Goulette, Tunisia","+216 21 644 611","https://www.facebook.com/LaMerBistrotLounge/","Restaurant","3.1","97.0","https://www.tripadvisor.com/Restaurant_Review-g946556-d2331466-Reviews-La_Mer-La_Goulette_Tunis_Governorate.html","#23 of 37 Restaurants in La Goulette","False","","","","","lamerbistrotlounge","0.0","0.0","0.0","","lamerbistrotlounge","4457.0","0.0","0.7","2026-04-15T23:57:46.308020","True","True","True","True","True","True","False","5","406","False","","","0.9","complete","",""
"dar el jem","4","0.0102","2.75","1.299","0.0","0.75","3","0.0044","unstable","47.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le café de la gare"": 0.25, ""le bosphore"": 0.25, ""le corsaire"": 0.25, ""le petit château"": 0.25, ""le restaurant de la médina"": 0.25, ""le pirate"": 0.25, ""le souk"": 0.25, ""la maison arabe"": 0.5, ""la kasbah"": 0.25, ""el farouk"": 0.25, ""le restaurant de la medina"": 0.25, ""le grand restaurant"": 0.25, ""dar el medina"": 0.25, ""le relais"": 0.25, ""le café des nattes"": 0.25}","True","complete","4.9","80.0","7PX4+F64, El Jem, Tunisia","+216 98 612 512","http://www.dareljem.com/","Restaurant, Pizza restaurant","4.5","19.0","https://www.tripadvisor.com/Restaurant_Review-g293755-d3526602-Reviews-Restaurant_Le_Bonheur_1-El_Jem_Mahdia_Governorate.html","#2 of 4 Restaurants in El-Jem","False","","","","","","","","","","","","","0.9","2026-04-15T23:58:36.500245","True","True","True","False","False","True","False","3","99","False","","","0.7","complete","",""
"le ciel","4","0.0102","2.25","1.299","0.5","0.75","3","0.0044","unstable","691.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0545, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison"": 0.25, ""la table du marché"": 0.25, ""café de paris"": 0.25, ""café des sports"": 0.25, ""le trianon"": 0.25, ""la table de sousse"": 0.25, ""dar el jeld"": 0.25, ""le phare"": 0.25, ""le jardin de carthage"": 0.25, ""la terrasse"": 0.25, ""la gourmandine"": 0.25, ""le jardin de la mer"": 0.25, ""la maison du pain"": 0.25, ""le jardin"": 0.25, ""la perle"": 0.25}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-15T23:59:03.752493","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Ciel sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"diwan","5","0.0128","3.75","1.9203","0.2","0.4","4","0.0044","unstable","174.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0563, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le calife"": 0.2, ""le pirate"": 0.2, ""dar el jaziri"": 0.2}","True","partial","4.4","7.0","Tunisia, Tunis","","","Restaurant","4.1","17.0","https://www.tripadvisor.com/Restaurant_Review-g317087-d1413286-Reviews-Cafe_Diwan-Sfax_Sfax_Governorate.html","#14 of 67 Restaurants in Sfax","False","","","","","","","","","","","","","0.7","2026-04-15T23:59:48.574228","False","False","True","False","False","True","False","1","24","False","","","0.7","complete","",""
"el bahri","4","0.0102","3.25","1.299","0.0","0.5","3","0.0044","unstable","618.8","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin de la medina"": 0.5, ""la maison de l'artisan"": 0.5, ""dar jilani"": 0.25, ""café des sports"": 0.25, ""café de l'union"": 0.25, ""café des arts"": 0.25, ""café de france"": 0.5, ""le jardin de sousse"": 0.25, ""dar el jeld"": 0.25, ""dar jellouli"": 0.25, ""le jardin de djerba"": 0.25}","True","partial","4.5","218.0","R3VW+HQG, Kelibia, Tunisia","+216 26 825 346","","Seafood restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-16T00:00:23.585003","False","True","True","False","False","False","False","1","218","False","","","0.5","partial","",""
"le sultan","3","0.0077","3.0","0.8165","0.0","0.6667","3","0.0042","unstable","71.7","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la medina"": 0.3333, ""le bistrot de la medina"": 0.3333, ""la table d'or"": 0.3333, ""le jardin"": 0.3333, ""la maison blanche"": 0.3333, ""dar el jeld"": 0.3333, ""le petit château"": 0.3333, ""la maison de la médina"": 0.3333, ""la terrasse"": 0.3333}","True","complete","4.4","63.0","CJ2H+RQP, Hammamet, Tunisia","+216 25 975 000","https://www.facebook.com/LeSultan.Resto.Lounge/","['Restaurant']","4.5","4850.0","https://www.tripadvisor.com/Hotel_Review-g297943-d304620-Reviews-Hotel_Le_Sultan-Hammamet_Nabeul_Governorate.html","#5 of 132 hotels in Hammamet","False","","","","","lesultan.resto.lounge","0.0","0.0","0.0","","lesultan.resto.lounge","6602.0","0.0","0.9","2026-04-16T00:05:22.187954","True","True","True","True","True","True","False","5","4913","False","","","0.9","complete","",""
"el khayam","3","0.0077","1.6667","0.9428","0.6667","1.0","2","0.004","unstable","65.3","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.3333, ""el ksar"": 0.3333, ""le central"": 0.3333, ""le bistrot"": 0.3333, ""la casa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""le grand café"": 0.3333, ""dar el jeld"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le bistrot de la marsa","4","0.0102","5.0","1.5811","0.0","0.25","4","0.004","unstable","63.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0597, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la méditerranée"": 0.25, ""le grand café de la marsa"": 0.5, ""le restaurant de la plage"": 0.25, ""la villa bleue"": 1.0, ""le bistro du coin"": 0.25, ""le café des nattes"": 0.5, ""la maison arabe"": 0.5, ""le petit château"": 0.25, ""le café de la plage"": 0.5, ""la table de la méditerranée"": 0.25, ""le golfe"": 0.25, ""le grand bleu"": 0.25, ""le restaurant le corail"": 0.25, ""dar el jeld"": 0.25, ""la maison de la mer"": 0.25, ""la table de la marsa"": 0.25}","True","partial","","","","","","","4.4","20.0","https://www.tripadvisor.com/Restaurant_Review-g297946-d24152770-Reviews-Cult_Bistro-La_Marsa_Tunis_Governorate.html","#18 of 127 Restaurants in La Marsa","False","","","","","","","","","","","","","0.5","2026-04-17T00:42:04.483974","False","False","False","False","False","True","False","1","20","False","","","0.4","partial","",""
"le corsaire","3","0.0077","3.3333","0.9428","0.0","0.3333","3","0.004","unstable","48.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le café de la gare"": 0.3333, ""le bosphore"": 0.3333, ""dar el jem"": 0.3333, ""le petit château"": 0.3333, ""le restaurant de la médina"": 0.3333, ""le pirate"": 0.3333, ""le petit chateau"": 0.3333, ""el mansour"": 0.3333, ""la medina"": 0.3333, ""la kasbah"": 0.3333, ""la belle epoque"": 0.3333, ""la maison arabe"": 0.3333, ""la casa"": 0.3333, ""la grotte"": 0.3333, ""dar el jeld"": 0.3333, ""el farouk"": 0.3333, ""la maison blanche"": 0.3333, ""le golfe"": 0.3333, ""le petit châtelet"": 0.3333}","True","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:38:58.780133","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Corsaire sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le brik","3","0.0077","5.6667","0.9428","0.0","0.0","2","0.004","unstable","185.7","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le pacha"": 0.3333, ""dar el jeld"": 0.6667, ""la kasbah"": 0.6667, ""la tonnelle"": 0.3333, ""el mouradi"": 0.6667, ""le jardin de carthage"": 0.3333, ""la medina"": 0.3333}","True","partial","5.0","22.0","PVH5+F9F, Guellala, Tunisia","+216 58 939 182","","Tunisian restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T00:40:12.107787","False","True","True","False","False","False","False","1","22","False","","","0.5","partial","",""
"la brikerie","3","0.0077","3.6667","0.9428","0.0","0.6667","3","0.004","unstable","87.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la harissa"": 0.3333, ""le restaurant el ali"": 0.6667, ""le grand café du théâtre"": 0.3333, ""le café des nattes"": 1.0, ""la maison du brik"": 0.3333, ""el ali"": 0.3333}","True","partial","3.9","616.0","Marsa, Tunisia","+216 70 938 537","","Restaurant","4.9","13.0","https://www.tripadvisor.com/Restaurant_Review-g295401-d24865062-Reviews-El_Ons_Restaurant-Sousse_Sousse_Governorate.html","#20 of 173 Restaurants in Sousse","False","","","","","","","","","","","","","0.5","2026-04-17T13:10:31.688267","False","True","True","False","False","True","False","2","629","False","","","0.7","complete","",""
"le calife","4","0.0102","2.5","1.6583","0.5","0.75","4","0.0038","unstable","90.5","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la maison arabe"": 0.5, ""restaurant el mouradi"": 0.25, ""dar el jeld"": 0.5, ""le restaurant de la medina"": 0.25, ""le grand bleu"": 0.25, ""diwan"": 0.25, ""le pirate"": 0.25, ""dar el jaziri"": 0.25, ""la maison de la medina"": 0.25, ""dar el fell"": 0.25, ""le petit prince"": 0.25, ""la terrasse"": 0.25}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:42:43.049507","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Calife sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le bistrot","6","0.0153","6.0","3.0551","0.0","0.5","3","0.0038","unstable","59.3","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""la casa"": 0.1667, ""le restaurant de la plage"": 0.1667, ""le grand café"": 0.3333, ""el khayam"": 0.1667, ""la grotte"": 0.1667, ""la kasbah"": 0.1667, ""la maison de la médina"": 0.1667, ""le relais"": 0.3333, ""dar el jeld"": 0.1667, ""la maison blanche"": 0.1667, ""la terrasse"": 0.5, ""le pirate"": 0.1667, ""le grand bleu"": 0.1667, ""la maison arabe"": 0.3333, ""le restaurant de l'hôtel hasdrubal"": 0.1667, ""le restaurant de la medina"": 0.1667, ""le café des nuits"": 0.1667, ""la villa bleue"": 0.1667, ""le carthage"": 0.1667, ""la maison"": 0.1667, ""la mer"": 0.1667, ""le grand vefour"": 0.1667, ""le jardin"": 0.1667, ""le clos"": 0.1667}","True","partial","4.5","15.0","137 rue Hedi Nouira ,Mellaha, Rades 2040, Tunisia","+216 29 349 853","","Restaurant","4.2","6.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d15686975-Reviews-Le_Bistrot-Tunis_Tunis_Governorate.html","#97 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.7","2026-04-16T00:01:58.156371","False","True","True","False","False","True","False","2","21","False","","","0.7","complete","",""
"le souk","5","0.0128","5.6","2.5768","0.0","0.2","3","0.0036","unstable","97.4","3","1.0","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""dar el jeld"": 0.8, ""la mer"": 0.2, ""le zitouna"": 0.2, ""la terrasse"": 0.2, ""dar el jem"": 0.2, ""la maison arabe"": 0.2, ""la kasbah"": 0.4, ""le café de la médina"": 0.2, ""dar slah"": 0.2, ""le pacha"": 0.2, ""le grand vefour"": 0.2, ""dar zarrouk"": 0.2, ""la maison blanche"": 0.2, ""chez ali"": 0.2, ""la maison de la couscous"": 0.2, ""le bosphore"": 0.2, ""el mouradi"": 0.2, ""le calypso"": 0.2, ""café des nattes"": 0.2, ""dar baaziz"": 0.2, ""la villa"": 0.2, ""le pirate"": 0.2}","True","partial","4.4","112.0","Place sidi Brahim Jomni ( a côté de station Taxi, 52 Rue De Bizerte, Houmt Souk, Tunisia","+216 55 937 244","","['Family restaurant']","4.4","5.0","https://www.tripadvisor.com/Restaurant_Review-g1187636-d24184988-Reviews-Restaurant_Le_Souk-Houmt_Souk_Djerba_Island_Medenine_Governorate.html","#16 of 47 Restaurants in Houmt Souk","False","","","","","","","","","","","","","0.9","2026-04-17T00:43:26.528510","False","True","True","False","False","True","False","2","117","False","","","0.7","complete","",""
"la grotte","5","0.0128","3.6","2.5768","0.4","0.4","3","0.0036","unstable","69.6","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0656}","{""le bistrot"": 0.2, ""la kasbah"": 0.2, ""la maison de la médina"": 0.2, ""le relais"": 0.2, ""dar el jeld"": 0.8, ""la maison blanche"": 0.4, ""la terrasse"": 0.2, ""le pirate"": 0.2, ""la casa"": 0.2, ""le corsaire"": 0.2, ""el farouk"": 0.2, ""le golfe"": 0.2, ""le petit châtelet"": 0.2, ""la médina"": 0.2, ""le jardin de la médina"": 0.2, ""le bistrot du port"": 0.2, ""le ksar"": 0.2, ""la maison de la mer"": 0.4, ""le restaurant de la plage"": 0.2, ""al bahja"": 0.2}","True","complete","4.2","69.0","Rando Ghar El Mehl, Tunisia","+216 52 802 825","https://www.facebook.com/Lagrotterose/","Restaurant","3.9","258.0","https://www.tripadvisor.com/Restaurant_Review-g297947-d5223500-Reviews-Cafe_Sidi_Salem_La_Grotte-Mahdia_Mahdia_Governorate.html","#1 of 41 Restaurants in Mahdia","False","","","","","lagrotterose","0.0","0.0","0.0","","lagrotterose","55191.0","0.0","0.9","2026-04-17T00:44:58.781058","True","True","True","True","True","True","False","5","327","False","","","0.9","complete","",""
"le trianon","4","0.0102","2.75","1.9203","0.25","0.75","3","0.0035","unstable","1016.2","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""restaurant el mouradi"": 0.25, ""café de paris"": 0.25, ""dar el jeld"": 0.5, ""le jardin des sens"": 0.5, ""la maison des epices"": 0.25, ""café des sports"": 0.25, ""la table de sousse"": 0.25, ""le ciel"": 0.25, ""le phare"": 0.25, ""la table du marché"": 0.25, ""le jardin"": 0.25, ""la rotonde"": 0.25, ""le café de france"": 0.25}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:45:41.868649","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Trianon sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"la ghriba","4","0.0102","2.3333","1.8856","0.5","0.5","3","0.0035","unstable","88.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le café des nattes"": 0.25, ""la kasbah"": 0.5, ""le relais de la medina"": 0.25, ""le jardin de la kasbah"": 0.25, ""café des nattes"": 0.25, ""la belle époque"": 0.25, ""dar el jeld"": 0.25, ""la zalabia"": 0.25, ""le bistrot de la mer"": 0.25, ""el hana"": 0.25, ""le jardin de djerba"": 0.25}","False","partial","4.3","831.0","Q3Q5+FFM, El Haddad, Tunisia","+216 54 440 422","https://djerba--hotel.blogspot.com/p/restaurants-in-djerba.html","['Restaurant']","4.0","1064.0","https://www.tripadvisor.com/Attraction_Review-g297941-d477280-Reviews-El_Ghriba_Synagogue-Djerba_Island_Medenine_Governorate.html","#7 of 50 things to do in Djerba Island","False","","","","","","","","","","","","","0.5","2026-04-17T00:46:42.335612","True","True","True","False","False","True","False","3","1895","False","","","0.7","complete","",""
"al fassia","2","0.0051","4.5","0.5","0.0","0.0","1","0.0034","unstable","347.5","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin des sens"": 0.5, ""le bistrot de la mer"": 0.5, ""dar el jeld"": 0.5, ""le café de paris"": 0.5, ""le clos des sables"": 0.5, ""la terrasse"": 0.5, ""la villa didon"": 0.5, ""la mammounia"": 0.5, ""le grand café de tunis"": 0.5, ""le bistro du coin"": 0.5}","True","partial","4.5","2.0","gl/p35wVAtWuHC13JhH7?g_st=ac, https://maps.app.goo, 2000, Tunisia","+216 58 216 411","https://www.facebook.com/Al-Fassia-Le-Traiteur-2401658830055821/","['Caterer']","3.0","87.0","https://www.tripadvisor.com/Restaurant_Review-g293733-d1217026-Reviews-Restaurant_al_Fassia-Fez_Fez_Meknes.html","#378 of 518 Restaurants in Fez","False","","","","","alfassia.letraiteur","0.0","0.0","0.0","","alfassia.letraiteur","5159.0","0.0","0.5","2026-04-17T01:02:43.765979","True","True","True","True","True","True","False","5","89","False","","","0.9","complete","",""
"le restaurant le pirate","30","0.0051","5.5","0.5","0.2857","0.6071","2","0.0034","unstable","67.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le restaurant de la plage"": 0.5, ""le restaurant de la médina"": 0.5, ""le grand vefour"": 0.5, ""le café des nattes"": 1.0, ""le grand café de la gare"": 0.5, ""dar el jeld"": 0.5, ""le restaurant el ali"": 0.5}","True","partial","3.8","322.0","2026 Face Port de Plaisance, Boulevard de l'Environnement, Carthage 2026, Tunisia","+216 27 158 005","https://www.facebook.com/piratemonastir","Restaurant","4.2","547.0","https://www.tripadvisor.com/Restaurant_Review-g297949-d25563190-Reviews-Restaurant_Le_Pirate-Monastir_Monastir_Governorate.html","#4 of 80 Restaurants in Monastir","False","","","","","piratemonastir","0.0","0.0","0.0","","piratemonastir","86628.0","0.0","0.9","2026-04-15T22:33:17.072137","True","True","True","True","True","True","False","2","869","False","","","0.9","complete","",""
"la zalagh","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","66.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""dar el jeld"": 1.0, ""café mabrouk"": 0.5, ""la kasbah"": 0.5}","True","partial","5.0","127.0","43 Farhat Hached, Tunis 1000, Tunisia","+216 23 979 799","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:00:00.202206","False","True","True","False","False","False","False","1","127","False","","","0.5","partial","",""
"le restaurant du port","13","0.0077","4.6667","1.2472","0.0","0.3333","2","0.0034","unstable","86.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0448, ""avis_touristes"": 0.0}","{""la casa"": 0.3333, ""le patio"": 0.3333, ""le comptoir"": 0.3333, ""la terrasse"": 0.6667, ""le restaurant de la medina"": 0.6667, ""la villa bleue"": 0.3333, ""le restaurant de la kasbah"": 0.3333, ""le grand vefour"": 0.3333, ""la maison blanche"": 0.3333}","True","partial","4.5","15.0","137 rue Hedi Nouira ,Mellaha، Rades 2040, Tunisia","+216 29 349 853","https://lamaison-restaurant.com/","['Restaurant']","4.2","6.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d15686975-Reviews-Le_Bistrot-Tunis_Tunis_Governorate.html","#97 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.5","2026-04-17T01:01:28.936376","True","True","True","False","False","True","False","1","15","True","","","0.5","partial","",""
"la terrasse du port","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","598.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar essalam"": 0.5, ""café des arts"": 0.5, ""le café des nuits"": 0.5, ""la maison des saveurs"": 0.5, ""dar el jeld"": 0.5, ""le jardin de carthage"": 0.5, ""le jardin"": 0.5, ""la maison de la medina"": 0.5, ""café des nattes"": 0.5}","True","partial","4.5","15.0","137 rue Hedi Nouira ,Mellaha, Rades 2040, Tunisia","+216 29 349 853","","Restaurant","4.4","5.0","https://www.tripadvisor.com/Restaurant_Review-g10169892-d15283537-Reviews-La_Terrasse_du_Port_By_Lamantin-Saly_La_Petite_Cote_Thies_Region.html","#41 of 78 Restaurants in Saly","False","","","","","","","","","","","","","0.7","2026-04-17T01:05:40.562128","False","True","True","False","False","True","False","2","20","False","","","0.7","complete","",""
"dar el annabi","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","59.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le zitouna"": 0.5, ""dar el jeld"": 0.5, ""la kasbah"": 1.0, ""le dar el hana"": 0.5, ""le pacha"": 0.5}","False","partial","4.7","891.0","V8CW+8XV, Carthage 2026, Tunisia","","","['Heritage museum', 'Historical landmark', 'Museum']","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:03:22.012981","False","False","True","False","False","False","False","0","891","False","","","0.5","partial","",""
