"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens","quality_flag","canonical_entity","ranking_position_filled","clean_flag","merge_source"
"P006__qwen-medium__run_2","P006","le jardin","run_2","2.0","692","ok","le jardin","2","clean",""
"P006__qwen-medium__run_2","P006","dar essaffar","run_2","3.0","175","ok","dar essaffar","3","flagged",""
"P006__qwen-medium__run_2","P006","café de paris","run_2","5.0","572","ok","café de paris","5","clean",""
"P006__qwen-medium__run_3","P006","le pacha","run_3","1.0","1163","ok","le pacha","1","flagged",""
"P006__qwen-medium__run_3","P006","dar el jeld","run_3","2.0","407","ok","dar el jeld","2","flagged",""
"P006__qwen-medium__run_3","P006","la maison de la tradition","run_3","3.0","698","ok","la maison de la tradition","3","flagged",""
"P006__qwen-medium__run_4","P006","dar el-andalou","run_4","2.0","879","ok","dar el-andalous","2","clean","dar el-andalou"
"P006__qwen-medium__run_4","P006","dar jellouli","run_4","3.0","623","ok","dar jellouli","3","clean",""
"P006__qwen-medium__run_4","P006","chez ali","run_4","4.0","380","ok","chez ali","4","clean",""
"P006__qwen-medium__run_5","P006","dar el jeld","run_5","1.0","407","ok","dar el jeld","1","flagged",""
"P006__qwen-medium__run_5","P006","le trianon","run_5","2.0","908","ok","le trianon","2","clean",""
"P006__qwen-medium__run_5","P006","café de paris","run_5","4.0","572","ok","café de paris","4","clean",""
"P006__qwen-medium__run_5","P006","restaurant el mouradi","run_5","5.0","443","ok","restaurant el mouradi","5","clean",""
"P006__llama-large__run_1","P006","le grand vefour","run_1","1.0","58","ok","le grand vefour","1","clean",""
"P006__llama-large__run_1","P006","la maison arabe","run_1","2.0","76","ok","la maison arabe","2","flagged",""
"P006__llama-large__run_1","P006","le dar el jeld","run_1","3.0","65","ok","dar el jeld","3","flagged","le dar el jeld"
"P006__llama-large__run_1","P006","la kasbah","run_1","4.0","71","ok","la kasbah","4","flagged",""
"P006__llama-large__run_1","P006","le café de la kasbah","run_1","5.0","177","ok","le café de la kasbah","5","clean",""
"P006__llama-large__run_2","P006","le grand vefour","run_2","1.0","58","ok","le grand vefour","1","clean",""
"P006__llama-large__run_2","P006","le dar el jeld","run_2","2.0","65","ok","dar el jeld","2","flagged","le dar el jeld"
"P006__llama-large__run_2","P006","le café de paris","run_2","3.0","66","ok","le café de paris","3","clean",""
"P006__llama-large__run_2","P006","el menzah","run_2","4.0","65","ok","el menzah","4","clean",""
"P006__llama-large__run_2","P006","la maison arabe","run_2","5.0","76","ok","la maison arabe","5","flagged",""
"P006__llama-large__run_3","P006","le grand vefour","run_3","1.0","58","ok","le grand vefour","1","clean",""
"P006__llama-large__run_3","P006","le dar el jeld","run_3","2.0","65","ok","dar el jeld","2","flagged","le dar el jeld"
"P006__llama-large__run_3","P006","la maison arabe","run_3","3.0","76","ok","la maison arabe","3","flagged",""
"P006__llama-large__run_3","P006","el ali","run_3","5.0","180","ok","el ali","5","clean",""
"P006__llama-large__run_4","P006","le grand vefour","run_4","1.0","58","ok","le grand vefour","1","clean",""
"P006__llama-large__run_4","P006","la maison arabe","run_4","2.0","76","ok","la maison arabe","2","flagged",""
"P006__llama-large__run_4","P006","le restaurant el ali","run_4","3.0","47","ok","le restaurant el ali","3","flagged",""
"P006__llama-large__run_4","P006","le couscous de la medina","run_4","4.0","20","ok","le couscous de la medina","4","flagged",""
"P006__llama-large__run_4","P006","dar el jeld","run_4","5.0","407","ok","dar el jeld","5","flagged",""
"P006__llama-large__run_5","P006","le grand vefour","run_5","1.0","58","ok","le grand vefour","1","clean",""
"P006__llama-large__run_5","P006","le couscous de la medina","run_5","2.0","20","ok","le couscous de la medina","2","flagged",""
"P006__llama-large__run_5","P006","dar el jeld","run_5","3.0","407","ok","dar el jeld","3","flagged",""
"P006__llama-large__run_5","P006","le restaurant de la kasbah","run_5","4.0","42","ok","le restaurant de la kasbah","4","flagged",""
"P006__llama-large__run_5","P006","el ali","run_5","5.0","180","ok","el ali","5","clean",""
"P007__llama-small__run_1","P007","café des nattes","run_1","1.0","60","ok","café des nattes","1","clean",""
"P007__llama-small__run_1","P007","la kasbah","run_1","3.0","64","ok","la kasbah","3","flagged",""
"P007__llama-small__run_1","P007","le central","run_1","4.0","65","ok","le central","4","clean",""
"P007__llama-small__run_1","P007","le grand vefour","run_1","7.0","63","ok","le grand vefour","7","clean",""
"P007__llama-small__run_1","P007","la maison du brik","run_1","9.0","403","ok","la maison du brik","9","flagged",""
"P007__llama-small__run_2","P007","café des nattes","run_2","2.0","60","ok","café des nattes","2","clean",""
"P007__llama-small__run_2","P007","le café de la paix","run_2","4.0","104","ok","le café de la paix","4","clean",""
"P007__llama-small__run_3","P007","la kasbah","run_3","2.0","64","ok","la kasbah","2","flagged",""
"P007__llama-small__run_3","P007","café des nattes","run_3","3.0","60","ok","café des nattes","3","clean",""
"P007__llama-small__run_3","P007","dar el jeld","run_3","4.0","50","ok","dar el jeld","4","flagged",""
"P007__llama-small__run_4","P007","la medina","run_4","2.0","65","ok","la medina","2","clean",""
"P007__llama-small__run_4","P007","la kasbah","run_4","4.0","64","ok","la kasbah","4","flagged",""
"P007__llama-small__run_4","P007","le brik","run_4","5.0","101","ok","le brik","5","clean",""
"P007__llama-small__run_4","P007","el mouradi","run_4","6.0","64","ok","el mouradi","6","clean",""
"P007__llama-small__run_5","P007","le café de la paix","run_5","5.0","104","ok","le café de la paix","5","clean",""
"P007__qwen-medium__run_1","P007","brik el khadra","run_1","1.0","1259","ok","brik el khadra","1","clean",""
"P007__qwen-medium__run_2","P007","la fontaine","run_2","2.0","190","ok","la fontaine","2","clean",""
"P007__qwen-medium__run_2","P007","le jardin","run_2","3.0","633","ok","le jardin","3","clean",""
"P007__qwen-medium__run_3","P007","brik el khadra","run_3","2.0","1259","ok","brik el khadra","2","clean",""
"P007__qwen-medium__run_3","P007","la maison du brik","run_3","3.0","403","ok","la maison du brik","3","flagged",""
"P007__qwen-medium__run_3","P007","dar essaffar","run_3","4.0","931","ok","dar essaffar","4","flagged",""
"P007__qwen-medium__run_3","P007","chez ali","run_3","5.0","768","ok","chez ali","5","clean",""
"P007__qwen-medium__run_3","P007","café de france","run_3","7.0","489","ok","café de france","7","clean",""
"P007__qwen-medium__run_4","P007","brik el khadra","run_4","2.0","1259","ok","brik el khadra","2","clean",""
"P007__qwen-medium__run_4","P007","le jardin","run_4","3.0","633","ok","le jardin","3","clean",""
"P007__qwen-medium__run_4","P007","café de paris","run_4","4.0","505","ok","café de paris","4","clean",""
"P007__qwen-medium__run_5","P007","le jardin","run_5","","633","ok","le jardin","999","clean",""
"P007__qwen-medium__run_5","P007","café des épices","run_5","","889","ok","café des épices","999","clean",""
"P007__qwen-medium__run_5","P007","chez said","run_5","","753","ok","chez sami","999","clean","chez said"
"P007__llama-large__run_1","P007","le grand café du théâtre","run_1","1.0","42","ok","le grand café du théâtre","1","clean",""
"P007__llama-large__run_1","P007","la maison de la harissa","run_1","2.0","47","ok","la maison de la harissa","2","flagged",""
"P007__llama-large__run_1","P007","le restaurant el ali","run_1","3.0","54","ok","le restaurant el ali","3","flagged",""
"P007__llama-large__run_1","P007","le café des nattes","run_1","4.0","39","ok","le café des nattes","4","clean",""
"P007__llama-large__run_1","P007","la brikerie","run_1","5.0","87","ok","la brikerie","5","clean",""
"P007__llama-large__run_2","P007","la maison du brik","run_2","1.0","403","ok","la maison du brik","1","flagged",""
"P007__llama-large__run_2","P007","le café des nattes","run_2","2.0","39","ok","le café des nattes","2","clean",""
"P007__llama-large__run_2","P007","la brikerie","run_2","3.0","87","ok","la brikerie","3","clean",""
"P007__llama-large__run_2","P007","le restaurant el ali","run_2","4.0","54","ok","le restaurant el ali","4","flagged",""
"P007__llama-large__run_3","P007","le grand café de tunis","run_3","1.0","34","ok","le grand café de tunis","1","clean",""
"P007__llama-large__run_3","P007","le café des nattes","run_3","2.0","39","ok","le café des nattes","2","clean",""
"P007__llama-large__run_3","P007","la maison de la harissa","run_3","3.0","47","ok","la maison de la harissa","3","flagged",""
"P007__llama-large__run_4","P007","le grand café du théâtre","run_4","1.0","42","ok","le grand café du théâtre","1","clean",""
"P007__llama-large__run_4","P007","le café des nattes","run_4","2.0","39","ok","le café des nattes","2","clean",""
"P007__llama-large__run_4","P007","la maison de la harissa","run_4","3.0","47","ok","la maison de la harissa","3","flagged",""
"P007__llama-large__run_4","P007","le restaurant el ali","run_4","4.0","54","ok","le restaurant el ali","4","flagged",""
"P007__llama-large__run_4","P007","le café de la gare","run_4","5.0","278","ok","le café de la gare","5","clean",""
"P007__llama-large__run_5","P007","le café des nattes","run_5","2.0","39","ok","le café des nattes","2","clean",""
"P007__llama-large__run_5","P007","la brikerie","run_5","3.0","87","ok","la brikerie","3","clean",""
"P007__llama-large__run_5","P007","el ali","run_5","","50","ok","el ali","999","clean",""
"P008__llama-small__run_1","P008","dar el jeld","run_1","1.0","52","ok","dar el jeld","1","flagged",""
"P008__llama-small__run_2","P008","zitouna","run_2","1.0","32","ok","zitouna","1","flagged",""
"P008__llama-small__run_3","P008","dar el jeld","run_3","1.0","52","ok","dar el jeld","1","flagged",""
"P008__llama-small__run_3","P008","la kasbah","run_3","2.0","74","ok","la kasbah","2","flagged",""
"P008__llama-small__run_3","P008","le jardin de la kasbah","run_3","3.0","66","ok","le jardin de la kasbah","3","flagged",""
"P008__llama-small__run_3","P008","la terrasse","run_3","4.0","123","ok","la terrasse","4","clean",""
"P008__llama-small__run_4","P008","el ksar","run_4","2.0","23","ok","el ksar","2","clean",""
"P008__llama-small__run_5","P008","la medina","run_5","1.0","152","ok","la medina","1","clean",""
"P008__llama-small__run_5","P008","al bahja","run_5","2.0","102","ok","al bahja","2","clean",""
"P008__llama-small__run_5","P008","la kasbah","run_5","3.0","74","ok","la kasbah","3","flagged",""
"P008__qwen-medium__run_1","P008","dar el-andalous","run_1","2.0","201","ok","dar el-andalous","2","clean",""
"P008__qwen-medium__run_1","P008","café de france","run_1","3.0","170","ok","café de france","3","clean",""
"P008__qwen-medium__run_2","P008","dar essaffar","run_2","1.0","178","ok","dar essaffar","1","flagged",""
"P008__qwen-medium__run_2","P008","le jardin de la medina","run_2","3.0","160","ok","le jardin de la medina","3","flagged",""
"P008__qwen-medium__run_3","P008","la maison des épices","run_3","3.0","153","ok","la maison des épices","3","clean",""
"P008__qwen-medium__run_4","P008","la maison de la couscous","run_4","1.0","218","ok","la maison de la couscous","1","flagged",""
"P008__qwen-medium__run_4","P008","chez ali","run_4","2.0","198","ok","chez ali","2","clean",""
"P008__qwen-medium__run_4","P008","dar essafra","run_4","3.0","176","ok","dar essafra","3","flagged",""
"P008__qwen-medium__run_4","P008","el mouradi","run_4","4.0","160","ok","el mouradi","4","clean",""
"P008__qwen-medium__run_4","P008","le jardin des sens","run_4","5.0","134","ok","le jardin des sens","5","flagged",""
"P008__qwen-medium__run_5","P008","dar jdid","run_5","2.0","493","ok","dar jdid","2","flagged",""
"P008__qwen-medium__run_5","P008","sidi mahrez","run_5","3.0","353","ok","sidi mahrez","3","clean",""
"P008__qwen-medium__run_5","P008","chez ali","run_5","4.0","198","ok","chez ali","4","clean",""
"P008__llama-large__run_2","P008","dar el jeld","run_2","1.0","52","ok","dar el jeld","1","flagged",""
"P008__llama-large__run_2","P008","el hana","run_2","2.0","67","ok","el hana","2","flagged",""
"P008__llama-large__run_2","P008","la maison arabe","run_2","3.0","62","ok","la maison arabe","3","flagged",""
"P008__llama-large__run_2","P008","le medina","run_2","4.0","199","ok","la medina","4","clean","le medina"
"P008__llama-large__run_3","P008","dar el jeld","run_3","1.0","52","ok","dar el jeld","1","flagged",""
"P008__llama-large__run_3","P008","le grand vefour","run_3","2.0","58","ok","le grand vefour","2","clean",""
"P008__llama-large__run_3","P008","la maison arabe","run_3","3.0","62","ok","la maison arabe","3","flagged",""
"P008__llama-large__run_3","P008","el mouradi","run_3","4.0","160","ok","el mouradi","4","clean",""
"P008__llama-large__run_4","P008","dar el jem","run_4","2.0","50","ok","dar el jem","2","flagged",""
"P008__llama-large__run_4","P008","la maison arabe","run_4","3.0","62","ok","la maison arabe","3","flagged",""
"P008__llama-large__run_4","P008","le souk","run_4","4.0","48","ok","le souk","4","clean",""
"P008__llama-large__run_4","P008","la kasbah","run_4","5.0","74","ok","la kasbah","5","flagged",""
"P008__llama-large__run_5","P008","dar el jeld","run_5","1.0","52","ok","dar el jeld","1","flagged",""
"P008__llama-large__run_5","P008","la maison blanche","run_5","2.0","63","ok","la maison blanche","2","flagged",""
"P008__llama-large__run_5","P008","el farah","run_5","3.0","48","ok","el farah","3","clean",""
"P008__llama-large__run_5","P008","la kasbah","run_5","4.0","74","ok","la kasbah","4","flagged",""
"P008__llama-large__run_5","P008","le petit châtelet","run_5","5.0","201","ok","le petit châtelet","5","clean",""
"P009__llama-small__run_1","P009","dar el-jeld","run_1","1.0","119","ok","dar el jeld","1","flagged","dar el-jeld"
"P009__llama-small__run_2","P009","dar el jeld","run_2","1.0","468","ok","dar el jeld","1","flagged",""
"P009__llama-small__run_3","P009","dar el jeld","run_3","1.0","468","ok","dar el jeld","1","flagged",""
"P009__llama-small__run_3","P009","el khayam","run_3","3.0","84","ok","el khayam","3","flagged",""
"P009__llama-small__run_4","P009","la maison de la mer","run_4","2.0","98","ok","la maison de la mer","2","flagged",""
"P009__llama-small__run_4","P009","du port","run_4","3.0","89","ok","du port","3","clean",""
"P009__llama-small__run_4","P009","café de la paix","run_4","4.0","73","ok","café de la paix","4","clean",""
"P009__llama-small__run_4","P009","la kasbah","run_4","5.0","118","ok","la kasbah","5","flagged",""
"P009__llama-small__run_5","P009","la kasbah","run_5","1.0","118","ok","la kasbah","1","flagged",""
"P009__qwen-medium__run_1","P009","dar el jeld","run_1","","468","ok","dar el jeld","999","flagged",""
"P009__qwen-medium__run_1","P009","restaurant el mouradi","run_1","","213","ok","restaurant el mouradi","999","clean",""
"P009__qwen-medium__run_1","P009","le jardin de sousse","run_1","","382","ok","le jardin de sousse","999","flagged",""
"P009__qwen-medium__run_2","P009","le jardin de sousse","run_2","2.0","382","ok","le jardin de sousse","2","flagged",""
"P009__qwen-medium__run_3","P009","dar el jeld","run_3","1.0","468","ok","dar el jeld","1","flagged",""
"P009__qwen-medium__run_3","P009","restaurant el mouradi","run_3","7.0","213","ok","restaurant el mouradi","7","clean",""
"P009__qwen-medium__run_4","P009","le jardin de sousse","run_4","2.0","382","ok","le jardin de sousse","2","flagged",""
"P009__qwen-medium__run_4","P009","el mouradi","run_4","3.0","327","ok","el mouradi","3","clean",""
"P009__qwen-medium__run_5","P009","la maison de l'artisan","run_5","1.0","710","ok","la maison de l'artisan","1","flagged",""
"P009__llama-large__run_1","P009","diwan","run_1","1.0","202","ok","diwan","1","clean",""
"P009__llama-large__run_2","P009","dar el jazira","run_2","2.0","313","ok","dar el jaziri","2","clean","dar el jazira"
"P009__llama-large__run_3","P009","diwan","run_3","","202","ok","diwan","999","clean",""
"P009__llama-large__run_4","P009","diwan","run_4","6.0","202","ok","diwan","6","clean",""
"P009__llama-large__run_5","P009","diwan","run_5","5.0","202","ok","diwan","5","clean",""
"P010__llama-small__run_1","P010","dar el jeld","run_1","1.0","69","ok","dar el jeld","1","flagged",""
"P010__llama-small__run_1","P010","le ksar","run_1","3.0","51","ok","le ksar","3","clean",""
"P010__llama-small__run_1","P010","la kasbah","run_1","4.0","82","ok","la kasbah","4","flagged",""
"P010__llama-small__run_2","P010","dar el jeld","run_2","3.0","69","ok","dar el jeld","3","flagged",""
"P010__llama-small__run_2","P010","la kasbah","run_2","4.0","82","ok","la kasbah","4","flagged",""
"P010__llama-small__run_3","P010","dar el jeld","run_3","1.0","69","ok","dar el jeld","1","flagged",""
"P010__llama-small__run_3","P010","le café des nattes","run_3","2.0","70","ok","le café des nattes","2","clean",""
"P010__llama-small__run_4","P010","la kasbah","run_4","","82","ok","la kasbah","999","flagged",""
"P010__llama-small__run_4","P010","dar el jeld","run_4","","69","ok","dar el jeld","999","flagged",""
"P010__llama-small__run_5","P010","dar el jeld","run_5","3.0","69","ok","dar el jeld","3","flagged",""
"P010__llama-small__run_5","P010","dar zarrouk","run_5","4.0","82","ok","dar zarrouk","4","clean",""
"P010__qwen-medium__run_1","P010","café des arts","run_1","3.0","790","ok","café des arts","3","clean",""
"P010__qwen-medium__run_1","P010","la gourmandine","run_1","4.0","733","ok","la gourmandine","4","clean",""
"P010__qwen-medium__run_1","P010","le jardin","run_1","5.0","679","ok","le jardin","5","clean",""
"P010__qwen-medium__run_1","P010","souk el attarine","run_1","1.0","939","ok","souk el attarine","1","clean",""
"P010__qwen-medium__run_2","P010","chez ali","run_2","1.0","1074","ok","chez ali","1","clean",""
"P010__qwen-medium__run_2","P010","le jardin de carthage","run_2","2.0","978","ok","le jardin de carthage","2","clean",""
"P010__qwen-medium__run_2","P010","café des épices","run_2","3.0","890","ok","café des épices","3","clean",""
"P010__qwen-medium__run_3","P010","dar ezzahra","run_3","1.0","826","ok","dar ezzahra","1","clean",""
"P010__qwen-medium__run_3","P010","dar essouk","run_3","6.0","358","ok","dar essouk","6","clean",""
"P010__qwen-medium__run_3","P010","la maison des épices","run_3","7.0","358","ok","la maison des épices","7","clean",""
"P010__qwen-medium__run_4","P010","dar djerbi","run_4","2.0","1144","ok","dar djerbi","2","clean",""
"P010__qwen-medium__run_4","P010","le jardin de carthage","run_4","3.0","978","ok","le jardin de carthage","3","clean",""
"P010__qwen-medium__run_4","P010","café des arts","run_4","4.0","790","ok","café des arts","4","clean",""
"P010__qwen-medium__run_4","P010","café de la paix","run_4","5.0","726","ok","café de la paix","5","clean",""
"P010__qwen-medium__run_4","P010","le restaurant de la medina","run_4","6.0","475","ok","le restaurant de la medina","6","flagged",""
"P010__qwen-medium__run_5","P010","la maison du pain","run_5","1.0","1452","ok","la maison du pain","1","clean",""
"P010__qwen-medium__run_5","P010","dar el-jeld","run_5","3.0","1158","ok","dar el jeld","3","flagged","dar el-jeld"
"P010__llama-large__run_1","P010","le grand vefour","run_1","1.0","81","ok","le grand vefour","1","clean",""
"P010__llama-large__run_1","P010","dar el jeld","run_1","2.0","69","ok","dar el jeld","2","flagged",""
"P010__llama-large__run_1","P010","le café des nattes","run_1","4.0","70","ok","le café des nattes","4","clean",""
"P010__llama-large__run_1","P010","le bistro du coin","run_1","5.0","69","ok","le bistro du coin","5","clean",""
"P010__llama-large__run_2","P010","le grand vefour","run_2","3.0","81","ok","le grand vefour","3","clean",""
"P010__llama-large__run_2","P010","le pacha","run_2","4.0","86","ok","le pacha","4","flagged",""
"P010__llama-large__run_2","P010","la maison arabe","run_2","5.0","86","ok","la maison arabe","5","flagged",""
"P010__llama-large__run_3","P010","le restaurant el ali","run_3","4.0","110","ok","le restaurant el ali","4","flagged",""
"P010__llama-large__run_3","P010","le café des nattes","run_3","5.0","70","ok","le café des nattes","5","clean",""
"P010__llama-large__run_4","P010","dar el jeld","run_4","","69","ok","dar el jeld","999","flagged",""
"P010__llama-large__run_4","P010","el ali","run_4","","70","ok","el ali","999","clean",""
"P010__llama-large__run_4","P010","café des nattes","run_4","","32","ok","café des nattes","999","clean",""
"P010__llama-large__run_5","P010","dar el jeld","run_5","1.0","69","ok","dar el jeld","1","flagged",""
"P010__llama-large__run_5","P010","le grand vefour","run_5","2.0","81","ok","le grand vefour","2","clean",""
"P010__llama-large__run_5","P010","le café des nattes","run_5","3.0","70","ok","le café des nattes","3","clean",""
"P011__llama-small__run_1","P011","le café des nattes","run_1","3.0","59","ok","le café des nattes","3","clean",""
"P011__llama-small__run_5","P011","la villa bleue","run_5","3.0","50","ok","la villa bleue","3","clean",""
"P011__qwen-medium__run_1","P011","restaurant el mouradi","run_1","1.0","1205","ok","restaurant el mouradi","1","clean",""
"P011__qwen-medium__run_1","P011","café de l'union","run_1","3.0","888","ok","café de l'union","3","clean",""
"P011__qwen-medium__run_1","P011","green garden","run_1","6.0","430","ok","green garden","6","clean",""
"P011__qwen-medium__run_2","P011","chez ali","run_2","4.0","113","ok","chez ali","4","clean",""
"P011__qwen-medium__run_2","P011","le jardin de marsa","run_2","5.0","725","ok","le jardin de marsa","5","flagged",""
"P011__qwen-medium__run_2","P011","café de la plage","run_2","6.0","154","ok","café de la plage","6","clean",""
"P011__qwen-medium__run_2","P011","dar el jeld","run_2","7.0","86","ok","dar el jeld","7","flagged",""
"P011__qwen-medium__run_3","P011","le jardin de carthage","run_3","1.0","86","ok","le jardin de carthage","1","clean",""
"P011__qwen-medium__run_4","P011","le jardin de marsa","run_4","1.0","725","ok","le jardin de marsa","1","flagged",""
"P011__qwen-medium__run_4","P011","la perle","run_4","3.0","1104","ok","la perle","3","flagged",""
"P011__qwen-medium__run_4","P011","café de france","run_4","4.0","806","ok","café de france","4","clean",""
"P011__qwen-medium__run_4","P011","le mirage","run_4","5.0","640","ok","le mirage","5","flagged",""
"P011__qwen-medium__run_4","P011","restaurant le cap","run_4","6.0","486","ok","restaurant le cap","6","flagged",""
"P011__qwen-medium__run_5","P011","la perle","run_5","6.0","1104","ok","la perle","6","flagged",""
"P011__qwen-medium__run_5","P011","le jardin des sens","run_5","10.0","662","ok","le jardin des sens","10","flagged",""
"P011__qwen-medium__run_5","P011","la table de la marsa","run_5","11.0","334","ok","la table de la marsa","11","flagged",""
"P011__llama-large__run_1","P011","le grand bleu","run_1","1.0","52","ok","le grand bleu","1","flagged",""
"P011__llama-large__run_1","P011","la villa bleue","run_1","2.0","50","ok","la villa bleue","2","clean",""
"P011__llama-large__run_1","P011","la maison arabe","run_1","4.0","57","ok","la maison arabe","4","flagged",""
"P011__llama-large__run_1","P011","le café des nattes","run_1","7.0","59","ok","le café des nattes","7","clean",""
"P011__llama-large__run_2","P011","le grand café de la marsa","run_2","1.0","50","ok","le grand café de la marsa","1","clean",""
"P011__llama-large__run_2","P011","la villa bleue","run_2","2.0","50","ok","la villa bleue","2","clean",""
"P011__llama-large__run_2","P011","le restaurant de la plage","run_2","3.0","39","ok","le restaurant de la plage","3","flagged",""
"P011__llama-large__run_2","P011","le bistrot de la marsa","run_2","4.0","63","ok","le bistrot de la marsa","4","flagged",""
"P011__llama-large__run_2","P011","la maison de la méditerranée","run_2","5.0","33","ok","la maison de la méditerranée","5","clean",""
"P011__llama-large__run_2","P011","le café des nattes","run_2","6.0","59","ok","le café des nattes","6","clean",""
"P011__llama-large__run_2","P011","le bistro du coin","run_2","8.0","132","ok","le bistro du coin","8","clean",""
"P011__llama-large__run_3","P011","le golfe","run_3","1.0","60","ok","le golfe","1","clean",""
"P011__llama-large__run_3","P011","la villa bleue","run_3","2.0","50","ok","la villa bleue","2","clean",""
"P011__llama-large__run_3","P011","le petit château","run_3","3.0","58","ok","le petit château","3","clean",""
"P011__llama-large__run_3","P011","la maison arabe","run_3","4.0","57","ok","la maison arabe","4","flagged",""
"P011__llama-large__run_3","P011","le café de la plage","run_3","5.0","52","ok","le café de la plage","5","clean",""
"P011__llama-large__run_3","P011","la table de la méditerranée","run_3","6.0","60","ok","la table de la méditerranée","6","clean",""
"P011__llama-large__run_3","P011","le bistrot de la marsa","run_3","7.0","63","ok","le bistrot de la marsa","7","flagged",""
"P011__llama-large__run_4","P011","le grand bleu","run_4","1.0","52","ok","le grand bleu","1","flagged",""
"P011__llama-large__run_4","P011","la villa bleue","run_4","2.0","50","ok","la villa bleue","2","clean",""
"P011__llama-large__run_4","P011","le café de la plage","run_4","3.0","52","ok","le café de la plage","3","clean",""
"P011__llama-large__run_4","P011","la maison arabe","run_4","5.0","57","ok","la maison arabe","5","flagged",""
"P011__llama-large__run_4","P011","le bistrot de la marsa","run_4","6.0","63","ok","le bistrot de la marsa","6","flagged",""
"P011__llama-large__run_4","P011","le restaurant le corail","run_4","7.0","85","ok","le restaurant le corail","7","flagged",""
"P011__llama-large__run_5","P011","le grand café de la marsa","run_5","1.0","50","ok","le grand café de la marsa","1","clean",""
"P011__llama-large__run_5","P011","la villa bleue","run_5","2.0","50","ok","la villa bleue","2","clean",""
"P011__llama-large__run_5","P011","le bistrot de la marsa","run_5","3.0","63","ok","le bistrot de la marsa","3","flagged",""
"P011__llama-large__run_5","P011","dar el jeld","run_5","4.0","86","ok","dar el jeld","4","flagged",""
"P011__llama-large__run_5","P011","la maison de la mer","run_5","5.0","55","ok","la maison de la mer","5","flagged",""
"P011__llama-large__run_5","P011","le café des nattes","run_5","6.0","59","ok","le café des nattes","6","clean",""
"P011__llama-large__run_5","P011","la table de la marsa","run_5","7.0","334","ok","la table de la marsa","7","flagged",""
"P012__llama-small__run_2","P012","dar el jeld","run_2","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-small__run_2","P012","la kasbah","run_2","2.0","75","ok","la kasbah","2","flagged",""
"P012__llama-small__run_2","P012","la perle","run_2","3.0","66","ok","la perle","3","flagged",""
"P012__llama-small__run_5","P012","dar el jeld","run_5","1.0","217","ok","dar el jeld","1","flagged",""
"P012__qwen-medium__run_1","P012","la perle","run_1","4.0","66","ok","la perle","4","flagged",""
"P012__qwen-medium__run_1","P012","le jardin de carthage","run_1","6.0","510","ok","le jardin de carthage","6","clean",""
"P012__qwen-medium__run_1","P012","café des arts","run_1","7.0","62","ok","café des arts","7","clean",""
"P012__qwen-medium__run_1","P012","la table de sousse","run_1","8.0","12","ok","la table de sousse","8","clean",""
"P012__qwen-medium__run_1","P012","le bistrot du port","run_1","9.0","18","ok","le bistrot du port","9","clean",""
"P012__qwen-medium__run_1","P012","café des nattes","run_1","11.0","34","ok","café des nattes","11","clean",""
"P012__qwen-medium__run_2","P012","le jardin de carthage","run_2","1.0","510","ok","le jardin de carthage","1","clean",""
"P012__qwen-medium__run_2","P012","café de paris","run_2","2.0","652","ok","café de paris","2","clean",""
"P012__qwen-medium__run_2","P012","la marine","run_2","","555","ok","la marine","999","flagged",""
"P012__qwen-medium__run_2","P012","chez ali","run_2","","914","ok","chez ali","999","clean",""
"P012__qwen-medium__run_2","P012","le clos de sousse","run_2","5.0","753","ok","le clos de sousse","5","clean",""
"P012__qwen-medium__run_2","P012","green garden","run_2","","605","ok","green garden","999","clean",""
"P012__qwen-medium__run_2","P012","dar el jeld","run_2","","217","ok","dar el jeld","999","flagged",""
"P012__qwen-medium__run_2","P012","dar el khemis","run_2","","436","ok","dar el khemis","999","flagged",""
"P012__qwen-medium__run_3","P012","la maison des saveurs","run_3","1.0","125","ok","la maison des saveurs","1","flagged",""
"P012__qwen-medium__run_3","P012","le jardin de carthage","run_3","2.0","510","ok","le jardin de carthage","2","clean",""
"P012__qwen-medium__run_3","P012","la terrasse du port","run_3","3.0","128","ok","la terrasse du port","3","clean",""
"P012__qwen-medium__run_3","P012","dar el jeld","run_3","4.0","217","ok","dar el jeld","4","flagged",""
"P012__qwen-medium__run_3","P012","café des arts","run_3","5.0","62","ok","café des arts","5","clean",""
"P012__qwen-medium__run_3","P012","dar essalam","run_3","9.0","108","ok","dar essalam","9","flagged",""
"P012__qwen-medium__run_3","P012","le café des nuits","run_3","10.0","531","ok","le café des nuits","10","clean",""
"P012__qwen-medium__run_4","P012","dar el jeld","run_4","1.0","217","ok","dar el jeld","1","flagged",""
"P012__qwen-medium__run_4","P012","chez sami","run_4","2.0","81","ok","chez sami","2","flagged",""
"P012__qwen-medium__run_4","P012","la table du marché","run_4","3.0","76","ok","la table du marché","3","clean",""
"P012__qwen-medium__run_4","P012","la perle","run_4","5.0","66","ok","la perle","5","flagged",""
"P012__qwen-medium__run_4","P012","le jardin des roses","run_4","6.0","156","ok","le jardin des sens","6","flagged","le jardin des roses"
"P012__qwen-medium__run_4","P012","le bistrot de la mer","run_4","7.0","53","ok","le bistrot de la mer","7","clean",""
"P012__qwen-medium__run_4","P012","la maison de la mer","run_4","8.0","425","ok","la maison de la mer","8","flagged",""
